line_id;variant_id;sub_assembly_ref;sub_assembly_designation;component_ref;designation;quantity;unit;supplier;unit_cost_eur
L00444;E;SA-0105;Braking unit;BRK-BRACKET;Pipe support bracket;12;pcs;Atelier Lys Métal;14.20
L00445;E;SA-0105;Braking unit;BGI-2013;Bolt set M8, zinc-nickel ;36;u;Nordrail Composants;0.85
L00446;E;SA-0106;Gangway and couplers;GANG-BELLOWS;Gangway bellows;2;pcs;Artois Polymères;12400,00
L00447;E;SA-0106;Gangway and couplers;GANG-FRAME;gangway frame;2;u;Atelier Lys Métal;5350,00
L00448;E;SA-0106;Gangway and couplers;GANG-BRIDGE-PLATE;gangway bridge plate;2;u;Atelier Lys Métal;1980.00
L00449;E;SA-0106;Gangway and couplers;GANG-SEAL-PROFILE;Gangway seal profile;14.4;m;artois polymères;22,80
L00450;E;SA-0106;Gangway and couplers;COUP-SEMI-PERM;Semi-permanent coupler;2;u;Ferroval Systèmes;15800.00
L00451;E;SA-0106;Gangway and couplers;COUP-DRAFT-GEAR;Draft gear ;2;units;ferroval systèmes;6240.00
L00452;E;SA-0106;Gangway and couplers;COUP-ELEC-HEAD;Electrical coupler head;2;pcs;Hainaut Câblage ;4470.00
L00453;E;SA-0106;Gangway and couplers;COUP-JUMPER-CABLE;Inter-car jumper cable;9600;mm;Hainaut Câblage;148,00
L00454;E;SA-0106;Gangway and couplers;GANG-HANDRAIL;Gangway handrail;4;units;Atelier Lys Métal ;215.00
L00455;E;SA-0106;Gangway and couplers;DOOR-SEAL-O;Gangway door seal, outer;4;units;Artois Polymères ;81.00
L00456;E;SA-0106;Gangway and couplers;BGI-2031;Bolt set M8, zinc-nickel ;48;pcs;Nordrail Composants;0.85
L00457;E;SA-0102;Trailer bogie;BOGIE-FRAME;Trailer bogie frame;1;units;Ferroval Systèmes ;26800.00
L00458;E;SA-0102;Trailer bogie;BOGIE-WHEELSET;Wheelset, 840 mm;2;u;Ferroval Systèmes;11250,00
L00459;E;SA-0102;Trailer bogie;BOGIE-PRIMARY-SUSP;Primary suspension spring set;4;units;Ferroval Systèmes;1340.00
L00460;E;SA-0102;Trailer bogie;BOGIE-AIRSPRING;Secondary air spring;2;pcs;ARTOIS POLYMÈRES;2875,00
L00461;E;SA-0102;Trailer bogie;BOGIE-BRAKE-CALIPER;Brake caliper unit;4;u;Sambre Freinage;3120,00
L00462;E;SA-0102;Trailer bogie;BOGIE-DAMPER;Hydraulic damper;8;pcs;Sambre Freinage;486.00
L00463;E;SA-0102;Trailer bogie;BOGIE-AXLEBOX;Axlebox with bearing;4;pcs;Ferroval Systèmes;2240.00
L00464;E;SA-0103;Traction package ;TRAC-CONV-MAIN;Main traction converter ;1;u;Tractelys Énergie;96500.00
L00465;E;SA-0103;Traction package ;TRAC-TRANSFORMER;Main transformer 25 kV;1;u;Tractelys Énergie;74300.00
L00466;E;SA-0103;Traction package ;TRAC-MOTOR;Asynchronous traction motor;4;units;Tractelys Énergie ;25950.00
L00467;E;SA-0103;Traction package ;TRAC-COOLING-UNIT;Converter cooling unit ;1;pcs;Scaldis Thermique;8650,00
L00468;E;SA-0103;Traction package ;TRAC-HV-CABLE;High-voltage cable, shielded;42;m;Hainaut Câblage;64,20
L00469;E;SA-0103;Traction package ;TRAC-CIRCUIT-BREAKER;Vacuum circuit breaker;1;pcs;Tractelys Énergie;13900,00
L00470;E;SA-0103;Traction package ;TRAC-EARTH-SWITCH;earthing switch;1;u;tractelys énergie;4150,00
L00471;E;SA-0103;Traction package ;TRAC-CTRL-RACK;Traction control rack;1;pcs;Deûle Électronique;17200.00
L00472;E;SA-0103;Traction package ;TRAC-SENSOR-KIT;Speed and current sensor kit;4;pcs;Deûle Électronique;940,00
L00473;E;SA-0103;Traction package ;TRAC-BUSBAR;copper busbar;6;pcs;Hainaut Câblage ;215,00
L00474;E;SA-0103;Traction package ;TRAC-INSULATOR;Roof insulator;12;units;Tractelys Énergie;178,00
L00475;E;SA-0103;Traction package ;TRAC-FIX-KIT;TRACTION EQUIPMENT FIXING KIT;8;pcs;Atelier Lys Métal ;96,50
L00476;E;SA-0107;Auxiliary converter;AUX-INVERTER;Auxiliary inverter 60 kVA;1;pcs;Tractelys Énergie;34600,00
L00477;E;SA-0107;Auxiliary converter;AUX-CAP-BANK;DC-link capacitor bank;2;pcs;TRACTELYS ÉNERGIE;2890,00
L00478;E;SA-0107;Auxiliary converter;AUX-BATTERY-CHARGER;Battery charger 24 V;1;units;Tractelys Énergie ;7350.00
L00479;E;SA-0107;Auxiliary converter;AUX-BATTERY-PACK;NiCd battery pack;2;pcs;Tractelys Énergie;9120,00
L00480;E;SA-0107;Auxiliary converter;AUX-FILTER-CHOKE;Input filter choke;1;pcs;Tractelys Énergie;3480.00
L00481;E;SA-0107;Auxiliary converter;AUX-COOLING-FAN;converter cooling fan;2;u;Scaldis Thermique ;640.00
L00482;E;SA-0107;Auxiliary converter;AUX-CONTACTOR;Power contactor ;4;u;Deûle Électronique;385.00
L00483;E;SA-0107;Auxiliary converter;AUX-FUSE-BOX;Fuse box;1;pcs;DEÛLE ÉLECTRONIQUE;520.00
L00484;E;SA-0107;Auxiliary converter;AUX-LV-CABLE;Low-voltage power cable;28000;mm;HAINAUT CÂBLAGE;9.40
L00485;E;SA-0107;Auxiliary converter;AUX-ENCLOSURE;Underfloor enclosure;1;u;Atelier Lys Métal ;4250.00
L00486;E;SA-0107;Auxiliary converter;BGI-2031;BOLT SET M8, ZINC-NICKEL;16;u;Nordrail Composants ;0,85
L00487;E;SA-0108;Interior lighting;LIGHT-LED-STRIP;LED light strip 1200 mm;24;pcs;DEÛLE ÉLECTRONIQUE;118,00
L00488;E;SA-0108;Interior lighting;LIGHT-DRIVER;LED driver;6;pcs;Deûle Électronique;96.00
L00489;E;SA-0108;Interior lighting;LIGHT-EMERG-UNIT;Emergency lighting unit;4;units;Deûle Électronique;274.00
L00490;E;SA-0108;Interior lighting;LIGHT-DIFFUSER;Light diffuser;24;units;Artois Polymères;33,00
L00491;E;SA-0108;Interior lighting;LIGHT-CABLE;Lighting cable ;2;pcs;HAINAUT CÂBLAGE;3,20
L00492;E;SA-0108;Interior lighting;LIGHT-SWITCH-PANEL;Lighting switch panel;1;u;Deûle Électronique;460,00
L00493;E;SA-0108;Interior lighting;LIGHT-SENSOR-AMB;Ambient light sensor;2;pcs;Deûle Électronique ;72,00
L00494;E;SA-0108;Interior lighting;LIGHT-READING-SPOT;Reading spot;12;u;Deûle Électronique;58,00
L00495;E;SA-0108;Interior lighting;LIGHT-CONNECTOR;Lighting connector;48;pcs;hainaut câblage;2,70
L00496;E;SA-0108;Interior lighting;LIGHT-CLIP;Cable clip;96;pcs;Nordrail Composants;0.35
L00497;E;SA-0109;Floor and wall panels;PANEL-FLOOR-PLY;Plywood floor panel ;14;pcs;artois polymères;385,00
L00498;E;SA-0109;Floor and wall panels;PANEL-FLOOR-COVER;Rubber floor covering ;38.5;m;Artois Polymères ;58.00
L00499;E;SA-0109;Floor and wall panels;PANEL-WALL-GRP;GRP wall panel;16;u;Artois Polymères;640.00
L00500;E;SA-0109;Floor and wall panels;PANEL-CEILING;Ceiling panel;12;units;Artois Polymères;512,00
L00501;E;SA-0109;Floor and wall panels;PANEL-INSUL-MAT;Thermal insulation mat;22;kg;Artois Polymères;7.60
L00502;E;SA-0109;Floor and wall panels;PANEL-ADHESIVE;Structural adhesive ;7500;g;Artois Polymères ;24,50
L00503;E;SA-0109;Floor and wall panels;PANEL-TRIM-PROFILE;Trim profile;52000;mm;Atelier Lys Métal;11,80
L00504;E;SA-0109;Floor and wall panels;PANEL-SCREW-KIT;Panel screw kit;40;units;Nordrail Composants;6.30
L00505;E;SA-0109;Floor and wall panels;SEAT-FIX-KIT-4471;Floor insert kit for seat fixing ;12;u;Nordrail Composants;19.90
L00506;E;SA-0109;Floor and wall panels;SEAT-RAIL-I;floor rail, stainless steel;6;u;Atelier Lys Métal;312.00
L00507;E;SA-0109;Floor and wall panels;HVAC-GRILLE-11;Wall ventilation grille type 11;4;u;ARTOIS POLYMÈRES;39.00
L00508;E;SA-0111;Passenger door set;DOOR-LEAF;Sliding-plug door leaf;4;u;Portalys;3980,00
L00509;E;SA-0111;Passenger door set;DOOR-DRIVE-UNIT;Door drive unit;2;pcs;Portalys;5240.00
L00510;E;SA-0111;Passenger door set;DO0R-GU1DE-RAIL;Door guide rail ;4;pcs;portalys;612,00
L00511;E;SA-0111;Passenger door set;DOOR-SEAL;Door leaf seal ;8;u;Artois Polymères;74,00
L00512;E;SA-0111;Passenger door set;DOOR-OBSTACLE-SENSOR;Obstacle detection sensor;4;pcs;Deûle Électronique;328,00
L00513;E;SA-0111;Passenger door set;DOOR-CTRL-UNIT;Door control unit;2;pcs;Deûle Électronique;2150.00
L00514;E;SA-0111;Passenger door set;DOOR-PUSHBUTTON-INT;Interior push button ;4;pcs;DEÛLE ÉLECTRONIQUE;86,00
L00515;E;SA-0111;Passenger door set;DOOR-PUSHBUTTON-EXT;Exterior push button;4;u;Deûle Électronique ;112.00
L00516;E;SA-0111;Passenger door set;DOOR-EMERG-HANDLE;emergency egress handle;2;units;Portalys;265,00
L00517;E;SA-0111;Passenger door set;DOOR-STEP-PLATE;Step plate;2;pcs;ATELIER LYS MÉTAL;540,00
L00518;E;SA-0111;Passenger door set;DOOR-THRESHOLD;Threshold profile;2;pcs;Atelier Lys Métal;298,00
L00519;E;SA-0111;Passenger door set;DOOR-HARNESS;Door wiring harness;2;u;Hainaut Câblage;386.00
L00520;E;SA-0111;Passenger door set;DOOR-LOCK;DOOR LOCKING DEVICE;4;u;Portalys;447,00
L00521;E;SA-0111;Passenger door set;DOOR-DAMPER;Door end-stop damper;4;pcs;PORTALYS;58.50
L00522;E;SA-0111;Passenger door set;DOOR-PICTO;Door pictogram;8;pcs;Artois Polymères ;6,80
L00523;E;SA-0111;Passenger door set;DOOR-FIX-KIT;Door fixing kit ;4;units;Atelier Lys Métal;72,00
L00524;E;SA-0112;Passenger information system ;PIS-DISPLAY-INT;Interior TFT display ;4;pcs;Deûle Électronique;1480.00
L00525;E;SA-0112;Passenger information system ;PIS-DISPLAY-EXT;Exterior LED destination display ;2;pcs;Deûle Électronique;2360,00
L00526;E;SA-0112;Passenger information system ;PIS SPEAKER;Saloon loudspeaker;8;u;Deûle Électronique;64.00
L00527;E;SA-0112;Passenger information system ;PIS-CONTROLLER;PIS controller ;1;pcs;Deûle Électronique;5720.00
L00528;E;SA-0112;Passenger information system ;PIS-CABLE-TRUNK;PIS CABLE TRUNK;36,0;m;Hainaut Câblage ;12,60
L00529;E;SA-0112;Passenger information system ;PIS-SIGN-STD;standard signage plate;6;units;Artois Polymères;9,50
L00530;E;SA-0513;seating module;SEAT-FIX-DBL;Fixed double seat;22;pcs;Escaut Sièges;1260,00
L00531;E;SA-0513;seating module;SEAT-RAIL;Seat mounting rail;12;pcs;Atelier Lys Métal;184,00
L00532;E;SA-0513;seating module;SEAT-FIX-KIT;Seat fixing kit;22;pcs;ATELIER LYS MÉTAL;23,50
L00533;E;SA-0513;seating module;SEAT-TABLE;Fixed table;6;pcs;Escaut Sièges;395,00
L00534;E;SA-0513;seating module;SEAT-GRAB-HANDLE;SEAT-BACK GRAB HANDLE;12;u;escaut sièges;31,00
L00535;E;SA-0513;seating module;SEAT-END-PANEL;SEAT ROW END PANEL;8;u;Escaut Sièges;142.00
L00536;E;SA-0114;floor and wall anchorage;ANCH-SEAT-RAIL;Floor anchorage rail;12;pcs;Atelier Lys Métal;226,00
L00537;E;SA-0114;floor and wall anchorage;ANCH-RAIL-BOLT;Anchorage rail bolt;96;u;Nordrail Composants;1.85
L00538;E;SA-0114;floor and wall anchorage;ANCH-FLOOR-PLATE;Floor anchorage plate;12;units;ATELIER LYS MÉTAL;47.00
L00539;E;SA-0114;floor and wall anchorage;ANCH-SHIM;Levelling shim;24;units;Nordrail Composants;2.40
L00540;E;SA-0110;Toilet module;WC-CABIN-SHELL;Toilet cabin shell;1;u;Sanirail Modules;14800,00
L00541;E;SA-0110;Toilet module;WC-BOWL-VACUUM;Vacuum toilet bowl;1;pcs;Sanirail Modules;3260,00
L00542;E;SA-0110;Toilet module;WC-WATER-TANK;Fresh water tank 120 l;1;u;Sanirail Modules;1840,00
L00543;E;SA-0110;Toilet module;WC-WASTE-TANK;Waste retention tank 300 l ;1;pcs;Sanirail Modules;2970,00
L00544;E;SA-0110;Toilet module;WC-WASHBASIN;Washbasin unit;1;pcs;Sanirail Modules;1120.00
L00545;E;SA-0110;Toilet module;WC-DOOR-SLIDING;Manual sliding toilet door;1;u;Sanirail Modules;2380.00
L00546;E;SA-0110;Toilet module;WC-VACUUM-PUMP;VACUUM GENERATOR;1;units;Sanirail Modules;4150.00
L00547;E;SA-0110;Toilet module;WC-PIPE-KIT;Toilet pipework kit;1;pcs;Sanirail Modules;860.00
L00548;E;SA-0110;Toilet module;WC-SEALANT;Sanitary sealant;1,5;kg;Artois Polymères;18,00
L00549;E;SA-0110;Toilet module;WC-GRAB-BAR;Toilet grab bar;2;u;Atelier Lys Métal ;128.00
L00550;E;SA-0110;Toilet module;SEAT-RAIL-1;Mounting rail, aluminium, mark 1;2;pcs;Atelier Lys Métal;121,00
L00551;E;SA-0110;Toilet module;DOOR-SEAL-0;Inner door seal, revision 0;2;units;Artois Polymères;52,00
L00552;C;SA-0101;CARBODY SHELL;SHELL-UNDERFRAME;UNDERFRAME, WELDED ALUMINIUM;1;pcs;ATELIER LYS MÉTAL;48200,00
L00553;C;SA-0101;CARBODY SHELL;SHELL-SIDEWALL;Sidewall panel, extruded;2;pcs;Atelier Lys Métal;17650.00
L00554;C;SA-0101;CARBODY SHELL;SHELL-ROOF;Roof assembly;1;u;Atelier Lys Métal;15400,00
L00555;C;SA-0101;CARBODY SHELL;SHELL-ENDWALL;Endwall frame;2;u;Atelier Lys Métal;6900,00
L00556;C;SA-0101;CARBODY SHELL;SHELL-BRACKET-KIT;Equipment bracket kit;4;u;atelier lys métal;412,50
L00557;C;SA-0101;CARBODY SHELL;SHELL-SEAL;Carbody joint seal;24;pcs;Artois Polymères;18,40
L00558;C;SA-0104;HVAC unit;HVAC-COMPRESSOR;Scroll compressor;2;units;Scaldis Thermique ;4380,00
L00559;C;SA-0104;HVAC unit;HVAC-CONDENSER;Condenser coil;2;u;Scaldis Thermique;2140.00
L00560;C;SA-0104;HVAC unit;HVAC-EVAPORATOR;Evaporator coil;2;pcs;Scaldis Thermique ;1960.00
L00561;C;SA-0104;HVAC unit;HVAC-FAN-SUPPLY;Supply air fan;4;pcs;SCALDIS THERMIQUE;735,00
L00562;C;SA-0104;HVAC unit;HVAC-FILTER;Fresh air filter G4;8;u;Scaldis Thermique;38.00
L00563;C;SA-0104;HVAC unit;HVAC-DUCT-MAIN;Main air duct;18.5;m;Artois Polymères;96,00
L00564;C;SA-0104;HVAC unit;HVAC-CTRL-BOARD;HVAC control board;1;u;Deûle Électronique;1820.00
L00565;C;SA-0104;HVAC unit;HVAC-TEMP-SENSOR;Saloon temperature sensor;6;pcs;Deûle Électronique;54.00
L00566;C;SA-0104;HVAC unit;HVAC-GRILLE-l2;Air outlet grille type 12;16;pcs;ARTOIS POLYMÈRES;42.00
L00567;C;SA-0104;HVAC unit;HVAC-GRILLE-1L;Air outlet grille, left-hand;2;u;Artois Polymères;46,50
L00568;C;SA-0104;HVAC unit;HVAC-REFRIGERANT;REFRIGERANT R-513A CHARGE;6500;g;Scaldis Thermique;31,00
L00569;C;SA-0104;HVAC unit;BGI-2031;Bolt set M8, zinc-nickel;24;u;Nordrail Composants;0,85
L00570;C;SA-0105;Braking unit;BRK-COMPRESSOR;Oil-free air compressor;1;pcs;Sambre Freinage;18700,00
L00571;C;SA-0105;Braking unit;BRK-AIR-TANK;Air reservoir 100 l;2;u;Sambre Freinage ;1240.00
L00572;C;SA-0105;Braking unit;BRK-CTRL-VALVE;Brake control valve;4;pcs;SAMBRE FREINAGE;2680,00
L00573;C;SA-0105;Braking unit;BRK-PIPE-STEEL;Brake pipe, stainless;32,0;m;Sambre Freinage;28.50
L00574;C;SA-0105;Braking unit;BRK-HOSE-FLEX;Flexible brake hose;8;units;sambre freinage;93.00
L00575;C;SA-0105;Braking unit;BRK-DRYER;Air dryer;1;pcs;Sambre Freinage;3150,00
L00576;C;SA-0105;Braking unit;BRK-PRESSURE-SENSOR;Pressure transducer;6;u;Deûle Électronique ;187.00
L00577;C;SA-0105;Braking unit;BRK-ECU;Brake electronic control unit;1;pcs;DEÛLE ÉLECTRONIQUE;9800,00
L00578;C;SA-0105;Braking unit;BRK-PARKING-ACT;Parking brake actuator;2;u;Sambre Freinage;2260,00
L00579;C;SA-0105;Braking unit;BRK-BRACKET;PIPE SUPPORT BRACKET;12;pcs;Atelier Lys Métal;14,20
L00580;C;SA-0105;Braking unit;BGI-2031;Bolt set M8, zinc-nickel;36;pcs;Nordrail Composants;0,85
L00581;C;SA-0106;Gangway and couplers;GANG-BELLOWS;Gangway bellows;2;units;Artois Polymères;12400,00
L00582;C;SA-0106;Gangway and couplers;GANG-FRAME;Gangway frame;2;pcs;Atelier Lys Métal;5350.00
L00583;C;SA-0106;Gangway and couplers;GANG-BRIDGE-PLATE;Gangway bridge plate;2;pcs;Atelier Lys Métal;1980.00
L00584;C;SA-0106;Gangway and couplers;GANG-SEAL-PROFILE;Gangway seal profile;14,4;m;Artois Polymères;22.80
L00585;C;SA-0106;Gangway and couplers;COUP-SEMI-PERM;Semi-permanent coupler;2;pcs;Ferroval Systèmes;15800,00
L00586;C;SA-0106;Gangway and couplers;COUP-DRAFT-GEAR;Draft gear;2;units;Ferroval Systèmes;6240.00
L00587;C;SA-0106;Gangway and couplers;COUP-ELEC-HEAD;ELECTRICAL COUPLER HEAD;2;units;Hainaut Câblage;4470.00
L00588;C;SA-0106;Gangway and couplers;COUP-JUMPER-CABLE;Inter-car jumper cable;9.6;m;Hainaut Câblage;148.00
L00589;C;SA-0106;Gangway and couplers;GANG-HANDRAlL;Gangway handrail;4;units;Atelier Lys Métal;215,00
L00590;C;SA-0106;Gangway and couplers;DOOR-SEAL-O;Gangway door seal, outer;4;pcs;artois polymères;81,00
L00591;C;SA-0106;Gangway and couplers;BGI-2O31;Bolt set M8, zinc-nickel;48;pcs;Nordrail Composants;0.85
L00592;C;OCC-SA-0302;TRAILER BOGIE;BOGIE-FRAME;Trailer bogie frame;1;pcs;Ferroval Systèmes;26800.00
L00593;C;OCC-SA-0302;TRAILER BOGIE;BOGIE-WHEELSET;wheelset, 840 mm;2;pcs;Ferroval Systèmes ;11250.00
L00594;C;OCC-SA-0302;TRAILER BOGIE;BOGIE-PRIMARY-SUSP;Primary suspension spring set ;4;units;Ferroval Systèmes;1340.00
L00595;C;OCC-SA-0302;TRAILER BOGIE;BOGIE-AIRSPRING;Secondary air spring;2;pcs;Artois Polymères;2875.00
L00596;C;OCC-SA-0302;TRAILER BOGIE;BOGIE-BRAKE-CALIPER;BRAKE CALIPER UNIT;4;pcs;Sambre Freinage;3120,00
L00597;C;OCC-SA-0302;TRAILER BOGIE;BOGIE-DAMPER;Hydraulic damper;8;units;Ferroval Systèmes;486.00
L00598;C;OCC-SA-0302;TRAILER BOGIE;BOGIE-AXLEBOX;axlebox with bearing;4;pcs;Ferroval Systèmes ;2240,00
L00599;C;OCC-SA-0303;Traction package;TRAC-CONV-MAIN;MAIN TRACTION CONVERTER;1;u;Tractelys Énergie;96500.00
L00600;C;OCC-SA-0303;Traction package;TRAC-TRANSFORMER;Main transformer 25 kV;1;units;tractelys énergie;74300.00
L00601;C;OCC-SA-0303;Traction package;TRAC-MOTOR;asynchronous traction motor;4;pcs;Tractelys Énergie;21800,00
L00602;C;OCC-SA-0303;Traction package;TRAC-COOLING-UNIT;CONVERTER COOLING UNIT;1;pcs;Scaldis Thermique;8650.00
L00603;C;OCC-SA-0303;Traction package;TRAC-HV-CABLE;High-voltage cable, shielded ;42;m;Hainaut Câblage;64,20
L00604;C;OCC-SA-0303;Traction package;TRAC-CIRCUIT-BREAKER;vacuum circuit breaker;1;units;Tractelys Énergie;13900.00
L00605;C;OCC-SA-0303;Traction package;TRAC-EARTH-SWITCH;EARTHING SWITCH;1;pcs;Tractelys Énergie;4150.00
L00606;C;OCC-SA-0303;Traction package;TRAC-CTRL-RACK;Traction control rack;1;pcs;DEÛLE ÉLECTRONIQUE;17200,00
L00607;C;OCC-SA-0303;Traction package;TRAC-SENSOR-KIT;Speed and current sensor kit;4;units;Deûle Électronique;940,00
L00608;C;OCC-SA-0303;Traction package;TRAC-BUSBAR;Copper busbar;6;u;Hainaut Câblage ;215.00
L00609;C;OCC-SA-0303;Traction package;TRAC-INSULAT0R;roof insulator;12;pcs;TRACTELYS ÉNERGIE;178.00
L00610;C;OCC-SA-0303;Traction package;TRAC-FIX-KIT;Traction equipment fixing kit;8;pcs;Atelier Lys Métal ;96.50
L00611;C;SA-O107;Auxiliary converter;AUX-INVERTER;auxiliary inverter 60 kva;1;u;Tractelys Énergie;34600,00
L00612;C;SA-O107;Auxiliary converter;AUX-CAP-BANK;DC-LINK CAPACITOR BANK;2;pcs;Tractelys Énergie;2890.00
L00613;C;SA-O107;Auxiliary converter;AUX-BATTERY-CHARGER;Battery charger 24 V;1;u;TRACTELYS ÉNERGIE;7350.00
L00614;C;SA-O107;Auxiliary converter;AUX-BATTERY-PACK;NICD BATTERY PACK;2;pcs;Tractelys Énergie;9120.00
L00615;C;SA-O107;Auxiliary converter;AUX-FILTER-CHOKE;Input filter choke;1;units;Tractelys Énergie;3480,00
L00616;C;SA-O107;Auxiliary converter;AUX-COOLING-FAN;Converter cooling fan;2;pcs;Scaldis Thermique;640,00
L00617;C;SA-O107;Auxiliary converter;AUX-CONTACTOR;Power contactor;4;pcs;Deûle Électronique;385.00
L00618;C;SA-O107;Auxiliary converter;AUX-FUSE-BOX;Fuse box;1;pcs;deûle électronique;520,00
L00619;C;SA-O107;Auxiliary converter;AUX-LV-CABLE;LOW-VOLTAGE POWER CABLE;28000;mm;hainaut câblage;9,40
L00620;C;SA-O107;Auxiliary converter;AUX-ENCLOSURE;UNDERFLOOR ENCLOSURE;1;units;Atelier Lys Métal;4250.00
L00621;C;SA-O107;Auxiliary converter;BGI 2031;Bolt set M8, zinc-nickel ;16;pcs;Nordrail Composants;0.85
L00622;C;OCC-SA-0308;INTERIOR LIGHTING;LIGHT-LED-STR1P;LED light strip 1200 mm;24;pcs;Hainaut Câblage ;118.00
L00623;C;OCC-SA-0308;INTERIOR LIGHTING;LIGHT_DRIVER;LED driver;6;u;Deûle Électronique;118,00
L00624;C;OCC-SA-0308;INTERIOR LIGHTING;LIGHT-EMERG-UNIT;Emergency lighting unit;4;pcs;Deûle Électronique;274,00
L00625;C;OCC-SA-0308;INTERIOR LIGHTING;LIGHT-DIFFUSER;Light diffuser;24;pcs;Artois Polymères;33.00
L00626;C;OCC-SA-0308;INTERIOR LIGHTING;LIGHT-CABLE;Lighting cable;45000;mm;Hainaut Câblage;3.20
L00627;C;OCC-SA-0308;INTERIOR LIGHTING;LIGHT-SWITCH-PANEL;Lighting switch panel;1;pcs;Deûle Électronique;460,00
L00628;C;OCC-SA-0308;INTERIOR LIGHTING;LIGHT-SENSOR-AMB;Ambient light sensor;2;units;Deûle Électronique;72,00
L00629;C;OCC-SA-0308;INTERIOR LIGHTING;LIGHT-READING-SPOT;Reading spot;12;u;Deûle Électronique;58.00
L00630;C;OCC-SA-0308;INTERIOR LIGHTING;light-connector ;Lighting connector;48;pcs;Hainaut Câblage ;2.70
L00631;C;OCC-SA-0308;INTERIOR LIGHTING;LIGHT-CLIP;Cable clip;96;pcs;Nordrail Composants;0.35
L00632;C;OCC-SA-0309;Floor and wall panels ;PANEL-FLOOR-PLY;Plywood floor panel;14;pcs;Artois Polymères ;455.00
L00633;C;OCC-SA-0309;Floor and wall panels ;PANEL-FLOOR-COVER;Rubber floor covering;38500;mm;Artois Polymères;58.00
L00634;C;OCC-SA-0309;Floor and wall panels ;PANEL-WALL-GRP;GRP wall panel;16;units;Artois Polymères;640.00
L00635;C;OCC-SA-0309;Floor and wall panels ;Panel-ceiling;ceiling panel;12;u;Artois Polymères;512.00
L00636;C;OCC-SA-0309;Floor and wall panels ;PANEL-INSUL-MAT;Thermal insulation mat;22000;g;Artois Polymères ;7.60
L00637;C;OCC-SA-0309;Floor and wall panels ;PANEL-ADHESIVE;STRUCTURAL ADHESIVE;7500;g;Artois Polymères;24,50
L00638;C;OCC-SA-0309;Floor and wall panels ;PANEL-TRIM-PROFILE;Trim profile;52;m;Atelier Lys Métal ;11,80
L00639;C;OCC-SA-0309;Floor and wall panels ;PANEL-SCREW-KIT;Panel screw kit;40;pcs;Nordrail Composants;6.30
L00640;C;OCC-SA-0309;Floor and wall panels ;SEAT-FIX-KIT-447;Floor insert kit for seat fixing;12;units;Nordrail Composants;19,90
L00641;C;OCC-SA-0309;Floor and wall panels ;SEAT-RAIL-I;Floor rail, stainless steel ;6;pcs;Atelier Lys Métal;312.00
L00642;C;OCC-SA-0309;Floor and wall panels ;HVAC-GRILLE-11;Wall ventilation grille type 11;4;units;Artois Polymères;39,00
L00643;C;OCC-SA-0315;Bike module;BIKE-HOOK;Vertical bike hook;6;pcs;Nordrail Composants;148,00
L00644;C;OCC-SA-0315;Bike module;BIKE-RAIL;BIKE MODULE CARRIER RAIL;2;units;Atelier Lys Métal;365,00
L00645;C;OCC-SA-0315;Bike module;BIKE-STRAP;Bike retaining strap;6;pcs;Artois Polymères;12,90
L00646;C;OCC-SA-0315;Bike module;BIKE-FIX-KIT;Bike rail fixing kit;8;u;Atelier Lys Métal;27,00
L00647;C;OCC-SA-0315;Bike module;BIKE-FLOOR-MAT;Bike zone floor mat;1;pcs;Artois Polymères;286.00
L00648;C;OCC-SA-0315;Bike module;BIKE-PICTO;BIKE ZONE PICTOGRAM;4;units;Artois Polymères;7,40
L00649;C;OCC-SA-0311;Passenger door set;DOOR-LEAF;Sliding-plug door leaf;4;pcs;Portalys;3980.00
L00650;C;OCC-SA-0311;Passenger door set;DOOR-DRIVE-UNIT;Door drive unit;2;pcs;Portalys;5240,00
L00651;C;OCC-SA-0311;Passenger door set;DOOR-GUIDE-RAIL;DOOR GUIDE RAIL;4;u;Portalys;612,00
L00652;C;OCC-SA-0311;Passenger door set;DOOR-SEAL;Door leaf seal;8;pcs;Artois Polymères ;74,00
L00653;C;OCC-SA-0311;Passenger door set;DOOR-OBSTACLE-SENSOR;obstacle detection sensor;4;pcs;Deûle Électronique ;328.00
L00654;C;OCC-SA-0311;Passenger door set;DOOR-CTRL-UNIT;Door control unit;2;u;Deûle Électronique;2150,00
L00655;C;OCC-SA-0311;Passenger door set;DOOR-PUSHBUTTON-INT-LED;Interior push button, LED ring ;4;pcs;Deûle Électronique;104,00
L00656;C;OCC-SA-0311;Passenger door set;DOOR-PUSHBUTTON-EXT;Exterior push button;4;pcs;Deûle Électronique;112.00
L00657;C;OCC-SA-0311;Passenger door set;DOOR-EMERG-HANDLE;emergency egress handle;2;units;Portalys;265,00
L00658;C;OCC-SA-0311;Passenger door set;DOOR-STEP-PLATE;Step plate;2;pcs;Atelier Lys Métal;540,00
L00659;C;OCC-SA-0311;Passenger door set;DOOR-THRESHOLD;Threshold profile;2;pcs;ATELIER LYS MÉTAL;298,00
L00660;C;OCC-SA-0311;Passenger door set;DOOR-HARNESS;door wiring harness;2;units;hainaut câblage;386,00
L00661;C;OCC-SA-0311;Passenger door set;DOOR-LOCK;Door locking device;4;units;Portalys;447.00
L00662;C;OCC-SA-0311;Passenger door set;DOOR-DAMPER;Door end-stop damper;4;pcs;Portalys;58.50
